PR_OTV,PROB,NP,M_YCH,K_PRED,K_NPU,KTP,TER,GR,OKD2,OKD3,FSOB,SEK_EK,V_DE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252
99,"",3,3,5715577,41702215845030,21,41702,215,"01.24.2","01.47.0",20,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846.5,2846.5,0,0,1150,1150,0,0,79.5,79.5,1617,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,9792.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,9792.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,3,22099068,41702215808010,23,41702,215,"55.23.0","55.90.0",20,12,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,-9.5,-9.5,0,0,0,0,0,0,0,0,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.3,0,114.4,0,6790.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.3,0,114.4,0,6790.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,1,22870492,41702215808010,23,41702,215,"55.23.0","55.90.0",20,12,1,7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.7,205.7,-205.7,-205.7,0,0,0,0,0,0,0,0,-205.7,5930.9,5930.9,0,0,40,40,0,0,0,0,5890.9,5890.9,0,0,0,0,205.7,205.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.4,175.4,30.3,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.9,212.4,0,7477.3,0,50989.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.9,212.4,0,7477.3,0,50989.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,3,22104125,41702215815010,22,41702,215,"55.23.0","55.90.0",20,12,1,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.5,200.5,-200.5,-200.5,0,0,0,0,0,0,0,0,-200.5,1100.4,1100.4,0,0,0,0,0,0,0,0,1100.4,1100.4,0,0,0,0,200.5,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.4,150.4,50.1,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143.6,0,0,0,19155.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143.6,0,0,0,19155.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,3,4991269,41702215808010,51,41702,215,"55.23.0","55.90.0",20,62,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7,195.7,-195.7,-195.7,0,0,0,0,0,0,0,0,-195.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7,195.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.8,146.8,48.9,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,3,22765915,41702215808020,12,41702,215,"01.22.2","01.43.0",11,11,2,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.7,341.7,-341.7,-341.7,0,0,0,0,0,0,0,0,-341.7,11948.7,11948.7,0,0,11948.7,11948.7,0,0,0,0,0,0,0,0,0,0,341.7,341.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.2,269.2,72.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,0,2186.2,0,6018.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,0,2186.2,0,6018.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,1,22102669,41702215008010,12,41702,215,"55.23.0","55.90.0",11,11,1,28,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.6,908.6,-908.6,-908.6,0,0,0,0,0,0,0,0,-908.6,12178.1,12178.1,0,0,0,0,0,0,0,0,12178.1,12178.1,0,0,0,0,908.6,908.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,775,133.6,133.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086.8,0,4659.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086.8,0,4659.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,3,24492485,41702215855020,23,41702,215,"45.21.1","41.20.0",20,12,1,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.5,403.5,-403.5,-403.5,0,0,0,0,0,0,0,0,-403.5,1440.6,1440.6,0,0,0,0,0,0,0,0,1440.6,1440.6,0,0,0,0,403.5,403.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.2,344.2,59.3,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,94.2,0,191.6,0,2999.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,94.2,0,191.6,0,2999.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",6,1,1211934,41702410000010,71,41702,410,"64.20.0","61.20.0",20,12,1,372,186,35291.1,35291.1,24561.1,24561.1,0,0,2762.3,2762.3,0,0,1108.9,1108.9,1645.3,1645.3,3081.7,3081.7,7656.4,7656.4,49.4,49.4,0,0,0,0,0,0,7705.8,10776.8,12120.5,837.8,1457,7757.8,7719.2,0,750.9,6.1,1.5,2175.1,2191.9,0,0,0,0,30397,30397,0,0,4292.3,4292.3,1440.5,1440.5,23.7,23.7,0,0,1705.3,1705.3,701.7,701.7,421.1,421.1,13601,13601,2428.2,2428.2,8881.3,8881.3,137.4,137.4,275.4,275.4,3,3,249.8,249.8,0,0,0,0,427.5,427.5,255.1,255.1,56,56,7.4,7.4,0,0,0,0,42.7,42.7,0,0,66.3,66.3,101.1,101.1,0,0,0,0,38053.4,0,26.6,4322,0,242244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38053.4,0,26.6,4322,0,242244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"",7,1,27451021,41702420000010,23,41702,420,"18.21.0","14.12.0",20,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345.8,2345.8,0,0,0,0,0,0,2238.9,2238.9,106.9,106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090.5,0,17042.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090.5,0,17042.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,1,29192196,41702215815010,71,41702,215,"55.23.0","55.90.0",11,11,2,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,870,-870,-870,0,0,0,0,0,0,0,0,-870,6500,6500,0,0,0,0,0,0,0,0,6500,6500,0,0,0,0,870,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.5,652.5,217.5,217.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,1220.6,0,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,1220.6,0,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,1,29192173,41702215855050,71,41702,215,"55.23.0","55.90.0",11,11,2,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,408,-408,-408,0,0,0,0,0,0,0,0,-408,8031.5,8031.5,0,0,0,0,0,0,0,0,8031.5,8031.5,0,0,0,0,408,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,306,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17884.9,286,0,2744.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17884.9,286,0,2744.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",3,1,29192188,41702215808010,71,41702,215,"55.23.0","55.90.0",11,11,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.6,439.6,-439.6,-439.6,0,0,0,0,0,0,0,0,-439.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.6,439.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.7,329.7,109.9,109.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"",3,1,24284404,41702215600010,0,41702,215,"63.30.0","79.11.1",20,43,1,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.2,1195.2,-1195.2,-1195.2,0,0,0,0,0,0,0,0,-1195.2,188813,187314.8,0,0,0,0,13938.6,18285.5,164233.9,164233.9,10640.5,4795.4,0,0,0,0,1195.2,1195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.4,896.4,298.8,298.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.9,15955,0,167656,0,344542.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.9,15955,0,167656,0,344542.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,1,22851371,41702215855010,23,41702,215,"63.30.0","79.11.1",20,12,1,3,1.4,674.9,674.9,326.4,326.4,0,0,0,0,0,0,0,0,0,0,942.3,942.3,-593.8,-593.8,397.2,397.2,0,0,0,0,0,0,-196.6,2496.6,3265.7,0,0,1594.6,2239.8,0,0,0,0,902,1025.9,0,0,0,0,1268.7,1268.7,0,0,240.9,240.9,150.2,150.2,0,0,0,0,81,81,9.7,9.7,0,0,71.4,71.4,12.3,12.3,838.6,838.6,103.7,103.7,0,0,0,0,0,0,0,0,0,0,1.8,1.8,0,0,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.9,0,0,0,0,0,0,76356.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.9,0,0,0,0,0,0,76356.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,1,20312776,41702210815010,22,41702,210,"27.41.0","24.41.0",20,12,1,2592,1169,11489415,11489415,6629400,6629400,0,0,0,0,0,0,0,0,0,0,286077,286077,4573938,4573938,15187,15187,0,0,0,0,0,0,4589125,26739230,26218619,0,0,8443670,10797430,17761771,15139124,533789,282065,0,0,0,0,17115835,18734611,6915477,6915477,0,0,1308632,1308632,325680,325680,0,0,0,0,105455,105455,433242,433242,444255,444255,773867,773867,100678,100678,2548957,2548957,1599201,1599201,14115,14115,14505,14505,497867,497867,0,0,733,733,47626,47626,0,0,992,992,3215,3215,9324,9324,1371,1371,1205,1205,31519,31519,0,0,9296,9296,0,0,0,0,11489415,0,10256527,2153578,0,5493767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489415,0,0,19339,0,1730032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10256527,2134239,0,3763735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,1,20311423,41702210830010,22,41702,210,"27.41.0","24.41.0",20,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26679,-26679,0,0,0,0,0,0,-26679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,3,20042762,41703223812010,51,41703,223,"74.20.1","71.11.0",12,62,1,2,1,68.6,68.6,0,0,0,0,0,0,0,0,0,0,0,0,86.9,86.9,-18.3,-18.3,0,0,0,0,0,0,0,0,-18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,86.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,65.7,0,0,0,0,0,0,19.2,19.2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,68.6,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,3,23439365,41703223812010,14,41703,223,"90.03.0","68.20.0",12,11,1,3,1.5,25.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,25.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,21.9,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,1,22833367,41703223812010,51,41703,223,"74.20.5","71.12.0",11,62,1,10,5,466.7,466.7,0,0,0,0,0,0,0,0,0,0,0,0,464,464,2.7,2.7,-28,-28,0,0,0,0,0,0,-25.3,28.4,28.4,0,0,0,0,0,0,0,0,28.4,28.4,0,0,0,0,464,464,0,0,33.6,33.6,0,0,0,0,0,0,26.1,26.1,0,0,7.5,7.5,319.1,319.1,53.8,53.8,18,18,5.5,5.5,26.7,26.7,0,0,0,0,0,0,0,0,6.3,6.3,0,0,0.4,0.4,0,0,5.9,5.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,466.7,0,0,1.2,0,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.7,0,0,1.2,0,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",0,1,26545056,41703410000010,23,41703,410,"","42.22.0",20,12,1,16,1.5,62.1,62.1,1522.4,1522.4,0,0,0,0,0,0,0,0,0,0,188.8,188.8,-1649.1,-1649.1,0,0,0,0,0,0,0,0,-1649.1,1775.1,1775.1,0,0,1656.5,1656.5,0,0,0,0,118.6,118.6,0,0,0,0,1711.2,1711.2,0,0,1184.4,1184.4,936.9,936.9,0,0,0,0,69,69,178.5,178.5,0,0,43.8,43.8,12,12,0,0,0,0,120,120,0,0,0,0,75,75,0,0,97.5,97.5,0,0,1.2,1.2,0,0,96.3,96.3,0,0,0,0,0,0,0,0,178.5,178.5,0,0,0,0,62.1,0,0,5736,0,4291.2,0,1898.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.1,0,0,5736,0,4291.2,0,1898.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
