PR_OTV,PROB,NP,M_YCH,K_PRED,K_NPU,KTP,TER,GR,OKD2,OKD3,FSOB,SEK_EK,V_DE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252
1,"",21,1,459589,41721000000000,21,41721,0,"15.33.0","10.39.0",20,12,1,26,1.8,0,0,722,722,0,0,743,743,743,743,0,0,0,0,5.8,5.8,15.2,15.2,0,0,0,0,0,0,0,0,15.2,1356.7,1356.7,0,0,379.9,379.9,0,0,976.8,976.8,0,0,0,0,0,0,727.8,727.8,0,0,530.9,530.9,0,0,479.9,479.9,0,0,51,51,0,0,0,0,60,60,10.3,10.3,0,0,125.5,125.5,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,120,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,120,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",21,1,27932051,41704230804010,12,41704,230,"10.20.1","05.20.0",11,11,1,201,419,94987,94987,45332,45332,0,0,206,206,0,0,2092,2092,24381,24381,11801,11801,11587,11587,-126,-126,0,0,0,0,0,0,11461,22025,23918,0,0,368,403,0,0,17982,19669,3675,3846,0,0,0,0,83606,83606,0,0,33451,33451,1065,1065,23523,23523,131,131,408,408,7649,7649,675,675,13971,13971,2389,2389,4184,4184,2110,2110,346,346,61,61,0,0,0,0,0,0,1352,1352,1199,1199,20,20,0,0,71,71,0,0,25,25,37,37,0,0,25742,25742,0,0,0,0,95193,0,0,53589,21730,67707,0,42088,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95193,0,0,53589,21730,67707,0,42088,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
